"","StockCode","Categoria"
"1925","16259","Categoria 7"
"1926","21222","Categoria 2"
"1927","21544","Categoria 2"
"1928","21439","Categoria 6"
"1929","22233","Categoria 8"
"1930","84617","Categoria 7"
"1931","79403","Categora 1"
"1932","17012A","Categoria 2"
"1933","47348A","Categoria 5"
"1934","22500","Categoria 7"
"1935","79000","Categoria 7"
"1936","79051A","Categora 1"
"1937","23176","Categoria 4"
"1938","23178","Categora 1"
"1939","23179","Categoria 7"
"1940","23183","Categoria 5"
"1941","85103","Categoria 8"
"1942","84898F","Categoria 6"
"1943","22439","Categoria 7"
"1944","35914","Categoria 3"
"1945","84795B","Categoria 4"
"1946","22933","Categoria 2"
"1947","23000","Categoria 5"
"1948","23006","Categoria 5"
"1949","23230","Categoria 8"
"1950","22857","Categoria 7"
"1951","22858","Categoria 4"
"1952","22856","Categoria 8"
"1953","21399","Categora 1"
"1954","35911A","Categoria 2"
"1955","85093","Categoria 7"
"1956","85163A","Categoria 5"
"1957","84625C","Categoria 8"
"1958","72122","Categoria 8"
"1959","72128","Categoria 4"
"1960","85172","Categoria 6"
"1961","22762","Categoria 4"
"1962","21270","Categoria 6"
"1963","21386","Categoria 2"
"1964","85194S","Categoria 5"
"1965","22991","Categoria 2"
"1966","22992","Categoria 4"
"1967","23008","Categoria 2"
"1968","23010","Categoria 8"
"1969","23076","Categoria 8"
"1970","23078","Categoria 8"
"1971","23194","Categora 1"
"1972","23177","Categoria 3"
"1973","21932","Categoria 7"
"1974","21500","Categora 1"
"1975","21442","Categoria 5"
"1976","21382","Categoria 6"
"1977","21454","Categoria 6"
"1978","22287","Categoria 2"
"1979","22860","Categoria 5"
"1980","22859","Categoria 8"
"1981","84461","Categora 1"
"1982","85212","Categoria 2"
"1983","84800L","Categoria 4"
"1984","22780","Categoria 5"
"1985","22993","Categoria 8"
"1986","23126","Categoria 8"
"1987","21287","Categoria 8"
"1988","85144","Categoria 8"
"1989","84789","Categoria 2"
"1990","22918","Categoria 8"
"1991","22920","Categoria 4"
"1992","22917","Categoria 7"
"1993","22317","Categoria 2"
"1994","22716","Categoria 3"
"1995","21328","Categoria 4"
"1996","22978","Categoria 2"
"1997","22409","Categoria 2"
"1998","22407","Categoria 2"
"1999","21398","Categora 1"
"2000","22475","Categoria 5"
"2001","22822","Categoria 7"
"2002","22829","Categora 1"
"2003","23207","Categoria 5"
"2004","23201","Categoria 4"
"2005","23164","Categoria 8"
"2006","23283","Categoria 4"
"2007","90076","Categoria 2"
"2008","90177D","Categoria 6"
"2009","90018B","Categoria 7"
"2010","23158","Categoria 7"
"2011","23066","Categoria 4"
"2012","23065","Categoria 6"
"2013","23048","Categora 1"
"2014","23073","Categoria 8"
"2015","23071","Categoria 4"
"2016","23162","Categoria 6"
"2017","23299","Categoria 7"
"2018","23070","Categoria 7"
"2019","23069","Categoria 5"
"2020","23072","Categora 1"
"2021","23206","Categoria 5"
"2022","20652","Categoria 6"
"2023","20655","Categoria 4"
"2024","23133","Categoria 7"
"2025","23192","Categora 1"
"2026","23202","Categoria 6"
"2027","23199","Categoria 7"
"2028","23049","Categoria 7"
"2029","22915","Categoria 5"
"2030","23155","Categoria 7"
"2031","23144","Categoria 7"
"2032","22773","Categoria 3"
"2033","22772","Categoria 7"
"2034","22839","Categora 1"
"2035","85159B","Categoria 6"
"2036","23110","Categora 1"
"2037","23111","Categora 1"
"2038","23112","Categoria 7"
"2039","23118","Categoria 3"
"2040","23208","Categoria 7"
"2041","23209","Categoria 8"
"2042","85183B","Categoria 6"
"2043","85183A","Categoria 8"
"2044","22980","Categora 1"
"2045","22979","Categoria 8"
"2046","22982","Categoria 4"
"2047","84968E","Categoria 8"
"2048","22976","Categoria 2"
"2049","84596L","Categoria 6"
"2050","46000U","Categoria 8"
"2051","72225C","Categoria 5"
"2052","23171","Categoria 5"
"2053","23170","Categoria 8"
"2054","84078A","Categoria 3"
"2055","23084","Categoria 6"
"2056","23175","Categoria 4"
"2057","23174","Categora 1"
"2058","23173","Categoria 3"
"2059","23282","Categoria 2"
"2060","21132","Categoria 2"
"2061","22916","Categoria 3"
"2062","23050","Categoria 2"
"2063","23052","Categoria 4"
"2064","51014C","Categora 1"
"2065","22541","Categoria 2"
"2066","23061","Categoria 2"
"2067","23145","Categoria 2"
"2068","85059","Categoria 5"
"2069","23168","Categora 1"
"2070","23165","Categoria 5"
"2071","23104","Categoria 4"
"2072","37340","Categoria 3"
"2073","47021G","Categoria 4"
"2074","47343A","Categoria 5"
"2075","47518F","Categora 1"
"2076","47341A","Categoria 2"
"2077","71496A","Categoria 2"
"2078","84857C","Categora 1"
"2079","22999","Categoria 2"
"2080","22994","Categoria 5"
"2081","23004","Categoria 7"
"2082","21262","Categoria 2"
"2083","84226","Categoria 3"
"2084","35912B","Categoria 7"
"2085","85187","Categoria 3"
"2086","35923","Categoria 4"
"2087","85071B","Categoria 8"
"2088","23204","Categoria 4"
"2089","35809A","Categora 1"
"2090","17136A","Categoria 8"
"2091","20839","Categoria 2"
"2092","20840","Categoria 2"
"2093","21294","Categoria 8"
"2094","35646","Categoria 7"
"2095","35810A","Categoria 5"
"2096","21577","Categoria 4"
"2097","22927","Categoria 8"
"2098","47480","Categoria 6"
"2099","23240","Categoria 6"
"2100","23236","Categoria 6"
"2101","22285","Categoria 8"
"2102","23163","Categoria 2"
"2103","23160","Categoria 3"
"2104","23161","Categoria 2"
"2105","22931","Categoria 3"
"2106","22932","Categoria 4"
"2107","22890","Categoria 2"
"2108","23306","Categora 1"
"2109","23245","Categoria 7"
"2110","23094","Categoria 5"
"2111","23079","Categoria 4"
"2112","23169","Categoria 7"
"2113","11001","Categoria 3"
"2114","23200","Categoria 7"
"2115","23203","Categoria 4"
"2116","23310","Categoria 8"
"2117","23241","Categoria 7"
"2118","23273","Categoria 3"
"2119","21949","Categoria 8"
"2120","84674","Categoria 4"
"2121","23172","Categoria 8"
"2122","22936","Categoria 5"
"2123","22934","Categora 1"
"2124","23243","Categoria 6"
"2125","84968D","Categoria 5"
"2126","20867","Categoria 3"
"2127","22760","Categora 1"
"2128","23159","Categoria 4"
"2129","23249","Categoria 6"
"2130","23250","Categoria 6"
"2131","23251","Categoria 6"
"2132","23252","Categoria 5"
"2133","23166","Categoria 4"
"2134","23167","Categoria 3"
"2135","22805","Categoria 8"
"2136","23147","Categoria 3"
"2137","23099","Categoria 7"
"2138","23152","Categoria 2"
"2139","23142","Categora 1"
"2140","23198","Categoria 3"
"2141","23032","Categoria 4"
"2142","23031","Categoria 6"
"2143","23029","Categoria 6"
"2144","23028","Categoria 3"
"2145","23235","Categoria 2"
"2146","21972","Categoria 5"
"2147","23308","Categoria 7"
"2148","23186","Categoria 7"
"2149","23187","Categoria 7"
"2150","23205","Categoria 7"
"2151","23307","Categoria 3"
"2152","22608","Categoria 6"
"2153","16045","Categoria 4"
"2154","16216","Categoria 2"
"2155","90030C","Categoria 2"
"2156","90030B","Categora 1"
"2157","90031","Categora 1"
"2158","90030A","Categoria 4"
"2159","90101","Categora 1"
"2160","90103","Categoria 2"
"2161","90141A","Categora 1"
"2162","90141D","Categora 1"
"2163","90141B","Categoria 6"
"2164","90141E","Categoria 3"
"2165","90141C","Categora 1"
"2166","21650","Categoria 8"
"2167","84251G","Categoria 2"
"2168","22820","Categoria 4"
"2169","21373","Categora 1"
"2170","84402B","Categoria 6"
"2171","84926A","Categoria 4"
"2172","21627","Categoria 5"
"2173","21628","Categoria 3"
"2174","21422","Categoria 5"
"2175","23007","Categoria 2"
"2176","22182","Categoria 5"
"2177","23015","Categoria 8"
"2178","23154","Categoria 6"
"2179","23054","Categoria 2"
"2180","22955","Categoria 6"
"2181","22956","Categoria 4"
"2182","23297","Categoria 4"
"2183","23295","Categoria 3"
"2184","23293","Categoria 3"
"2185","23294","Categoria 2"
"2186","23296","Categora 1"
"2187","22981","Categoria 6"
"2188","22906","Categoria 8"
"2189","23077","Categoria 2"
"2190","23280","Categoria 2"
"2191","23281","Categoria 8"
"2192","23196","Categoria 3"
"2193","23156","Categora 1"
"2194","23022","Categoria 2"
"2195","84629","Categoria 7"
"2196","23300","Categoria 7"
"2197","23302","Categoria 3"
"2198","23035","Categoria 2"
"2199","23342","Categoria 2"
"2200","23315","Categoria 7"
"2201","23157","Categoria 6"
"2202","22728","Categoria 7"
"2203","22609","Categoria 4"
"2204","35933","Categoria 2"
"2205","47504K","Categoria 3"
"2206","47503A","Categoria 7"
"2207","84595E","Categora 1"
"2208","84875B","Categora 1"
"2209","85213","Categoria 7"
"2210","21117","Categoria 7"
"2211","23153","Categora 1"
"2212","22302","Categoria 5"
"2213","21967","Categora 1"
"2214","21878","Categoria 3"
"2215","22650","Categoria 4"
"2216","10133","Categoria 8"
"2217","16054","Categoria 6"
"2218","21990","Categoria 5"
"2219","84877B","Categoria 6"
"2220","81952V","Categoria 4"
"2221","21636","Categoria 5"
"2222","23149","Categoria 5"
"2223","84817","Categoria 4"
"2224","23189","Categoria 3"
"2225","21695","Categoria 7"
"2226","23244","Categoria 5"
"2227","22108","Categora 1"
"2228","22311","Categora 1"
"2229","23247","Categoria 2"
"2230","23188","Categoria 4"
"2231","22963","Categora 1"
"2232","23253","Categoria 6"
"2233","23012","Categoria 6"
"2234","22428","Categoria 8"
"2235","23328","Categoria 4"
"2236","23574","Categoria 4"
"2237","23226","Categora 1"
"2238","23227","Categora 1"
"2239","23148","Categoria 7"
"2240","23127","Categoria 2"
"2241","23128","Categoria 7"
"2242","23210","Categoria 4"
"2243","23211","Categoria 7"
"2244","23264","Categoria 6"
"2245","23266","Categoria 3"
"2246","23269","Categora 1"
"2247","23285","Categoria 7"
"2248","23286","Categoria 2"
"2249","23332","Categoria 2"
"2250","23237","Categoria 6"
"2251","23129","Categoria 4"
"2252","23131","Categoria 4"
"2253","22141","Categoria 8"
"2254","23335","Categoria 3"
"2255","23033","Categoria 6"
"2256","23406","Categoria 4"
"2257","23267","Categoria 6"
"2258","23229","Categoria 5"
"2259","23374","Categoria 3"
"2260","23288","Categoria 6"
"2261","23197","Categoria 4"
"2262","22923","Categora 1"
"2263","23090","Categoria 3"
"2264","22831","Categoria 2"
"2265","23082","Categoria 8"
"2266","23121","Categoria 5"
"2267","21263","Categoria 7"
"2268","21394","Categoria 3"
"2269","35598B","Categoria 6"
"2270","35598D","Categora 1"
"2271","35818P","Categora 1"
"2272","35648","Categoria 6"
"2273","35815P","Categoria 8"
"2274","35819B","Categoria 4"
"2275","35651","Categora 1"
"2276","85130C","Categoria 2"
"2277","85130B","Categoria 3"
"2278","23427","Categoria 3"
"2279","23397","Categoria 5"
"2280","23400","Categoria 7"
"2281","23403","Categoria 5"
"2282","23401","Categoria 4"
"2283","23413","Categora 1"
"2284","22806","Categoria 4"
"2285","72586","Categoria 7"
"2286","23353","Categoria 3"
"2287","23275","Categoria 7"
"2288","23132","Categoria 6"
"2289","21261","Categoria 7"
"2290","21264","Categoria 8"
"2291","84952A","Categoria 5"
"2292","23393","Categoria 4"
"2293","23399","Categora 1"
"2294","22375","Categoria 7"
"2295","23085","Categora 1"
"2296","23101","Categoria 4"
"2297","23067","Categoria 8"
"2298","23068","Categoria 2"
"2299","23333","Categoria 6"
"2300","23330","Categoria 7"
"2301","23433","Categoria 6"
"2302","23559","Categoria 5"
"2303","23432","Categoria 7"
"2304","23425","Categoria 2"
"2305","23392","Categora 1"
"2306","23390","Categoria 3"
"2307","23389","Categoria 5"
"2308","23407","Categoria 4"
"2309","23411","Categoria 8"
"2310","23419","Categoria 8"
"2311","23013","Categoria 4"
"2312","23021","Categora 1"
"2313","23292","Categoria 2"
"2314","23291","Categoria 7"
"2315","23289","Categoria 8"
"2316","23290","Categoria 4"
"2317","23274","Categoria 4"
"2318","23346","Categora 1"
"2319","23345","Categoria 8"
"2320","23354","Categoria 5"
"2321","22144","Categoria 5"
"2322","23023","Categora 1"
"2323","22827","Categoria 2"
"2324","23378","Categoria 4"
"2325","23193","Categoria 6"
"2326","23130","Categoria 3"
"2327","23344","Categoria 4"
"2328","23356","Categoria 6"
"2329","23395","Categoria 8"
"2330","22651","Categoria 7"
"2331","23398","Categoria 2"
"2332","23326","Categora 1"
"2333","20755","Categoria 3"
"2334","23348","Categoria 4"
"2335","23355","Categoria 3"
"2336","23358","Categoria 6"
"2337","23402","Categora 1"
"2338","23424","Categoria 4"
"2339","23268","Categoria 5"
"2340","23311","Categoria 4"
"2341","23212","Categoria 3"
"2342","22824","Categoria 6"
"2343","22832","Categoria 5"
"2344","23352","Categoria 4"
"2345","23360","Categora 1"
"2346","23438","Categoria 3"
"2347","23437","Categora 1"
"2348","23546","Categora 1"
"2349","23545","Categoria 8"
"2350","16014","Categora 1"
"2351","16016","Categoria 6"
"2352","20763","Categoria 7"
"2353","20764","Categora 1"
"2354","21279","Categoria 5"
"2355","90059A","Categoria 2"
"2356","90003C","Categoria 2"
"2357","20678","Categoria 2"
"2358","90003D","Categoria 8"
"2359","90059B","Categora 1"
"2360","90003B","Categoria 8"
"2361","90003E","Categora 1"
"2362","90059C","Categora 1"
"2363","90059D","Categoria 3"
"2364","90108","Categora 1"
"2365","90170","Categoria 3"
"2366","90059E","Categoria 7"
"2367","90174","Categoria 8"
"2368","90059F","Categoria 3"
"2369","90169","Categoria 6"
"2370","90202A","Categoria 6"
"2371","90202B","Categoria 2"
"2372","90208","Categoria 2"
"2373","90209A","Categoria 7"
"2374","90205A","Categoria 2"
"2375","90202C","Categoria 8"
"2376","90202D","Categoria 4"
"2377","90205C","Categora 1"
"2378","90209C","Categoria 3"
"2379","90204","Categora 1"
"2380","90118","Categoria 6"
"2381","90022","Categoria 5"
"2382","90018A","Categoria 8"
"2383","90018C","Categoria 6"
"2384","90072","Categoria 5"
"2385","90177A","Categoria 6"
"2386","90177E","Categoria 7"
"2387","90177C","Categoria 5"
"2388","90182C","Categoria 8"
"2389","90183A","Categoria 2"
"2390","90166","Categoria 2"
"2391","90201C","Categoria 3"
"2392","90201B","Categoria 7"
"2393","84926E","Categoria 6"
"2394","23109","Categora 1"
"2395","23064","Categoria 8"
"2396","20769","Categoria 7"
"2397","23234","Categoria 6"
"2398","23436","Categoria 7"
"2399","23366","Categoria 6"
"2400","23180","Categoria 5"
"2401","23093","Categoria 3"
"2402","23423","Categoria 5"
"2403","21066","Categoria 2"
"2404","72800C","Categoria 4"
"2405","85231B","Categoria 4"
"2406","85231G","Categoria 2"
"2407","72819","Categoria 6"
"2408","21696","Categora 1"
"2409","20936","Categoria 3"
"2410","22811","Categoria 2"
"2411","22925","Categoria 5"
"2412","22928","Categora 1"
"2413","23336","Categoria 3"
"2414","23339","Categoria 3"
"2415","23338","Categoria 4"
"2416","23337","Categoria 5"
"2417","23551","Categoria 8"
"2418","23088","Categoria 5"
"2419","23312","Categora 1"
"2420","16169E","Categoria 8"
"2421","23092","Categoria 5"
"2422","21829","Categoria 6"
"2423","23550","Categoria 5"
"2424","23350","Categora 1"
"2425","21015","Categora 1"
"2426","22376","Categoria 8"
"2427","84661A","Categoria 2"
"2428","85230B","Categoria 6"
"2429","35964","Categoria 7"
"2430","23214","Categoria 7"
"2431","23323","Categoria 4"
"2432","22399","Categoria 2"
"2433","23368","Categoria 5"
"2434","23367","Categoria 4"
"2435","23026","Categoria 5"
"2436","23341","Categoria 3"
"2437","22922","Categoria 8"
"2438","23426","Categoria 2"
"2439","23414","Categoria 6"
"2440","23470","Categoria 5"
"2441","23526","Categoria 5"
"2442","23514","Categora 1"
"2443","23517","Categoria 3"
"2444","23511","Categora 1"
"2445","23113","Categoria 5"
"2446","23322","Categoria 2"
"2447","84968F","Categoria 6"
"2448","23058","Categoria 5"
"2449","22231","Categoria 5"
"2450","35953","Categoria 5"
"2451","23083","Categoria 6"
"2452","23301","Categoria 2"
"2453","22721","Categora 1"
"2454","37479P","Categoria 6"
"2455","21224","Categoria 3"
"2456","23507","Categoria 3"
"2457","20704","Categoria 7"
"2458","23074","Categoria 4"
"2459","21935","Categoria 2"
"2460","21934","Categoria 7"
"2461","22781","Categora 1"
"2462","23479","Categora 1"
"2463","23146","Categora 1"
"2464","23382","Categoria 6"
"2465","22838","Categoria 7"
"2466","23388","Categoria 8"
"2467","23340","Categoria 3"
"2468","23456","Categoria 3"
"2469","23317","Categoria 4"
"2470","23316","Categoria 7"
"2471","22962","Categoria 3"
"2472","23567","Categoria 8"
"2473","23568","Categora 1"
"2474","23284","Categoria 6"
"2475","23543","Categoria 6"
"2476","21208","Categoria 4"
"2477","21194","Categoria 4"
"2478","22342","Categora 1"
"2479","85019B","Categoria 5"
"2480","85204","Categoria 7"
"2481","23225","Categoria 8"
"2482","85186C","Categoria 6"
"2483","21530","Categoria 4"
"2484","84596G","Categoria 2"
"2485","46000M","Categoria 8"
"2486","23220","Categoria 7"
"2487","23490","Categoria 4"
"2488","23549","Categoria 3"
"2489","20893","Categoria 7"
"2490","22638","Categora 1"
"2491","23136","Categoria 7"
"2492","23222","Categoria 8"
"2493","23224","Categoria 2"
"2494","22723","Categoria 2"
"2495","21557","Categoria 6"
"2496","23060","Categoria 6"
"2497","23497","Categoria 2"
"2498","23583","Categoria 7"
"2499","23530","Categoria 3"
"2500","23531","Categoria 4"
"2501","23541","Categoria 8"
"2502","22026","Categoria 6"
"2503","23454","Categoria 4"
"2504","23460","Categoria 7"
"2505","23492","Categoria 5"
"2506","21619","Categoria 6"
"2507","23536","Categoria 4"
"2508","23534","Categoria 6"
"2509","23532","Categoria 4"
"2510","21189","Categoria 3"
"2511","23489","Categoria 4"
"2512","23475","Categoria 5"
"2513","79030D","Categoria 2"
"2514","16161G","Categoria 8"
"2515","23081","Categoria 5"
"2516","23080","Categoria 3"
"2517","84931A","Categoria 4"
"2518","82583","Categoria 8"
"2519","23500","Categoria 7"
"2520","23524","Categoria 2"
"2521","23495","Categoria 4"
"2522","23461","Categoria 3"
"2523","23265","Categoria 2"
"2524","23329","Categora 1"
"2525","23569","Categoria 8"
"2526","23494","Categoria 2"
"2527","72807A","Categoria 7"
"2528","85034B","Categoria 6"
"2529","23469","Categora 1"
"2530","23473","Categoria 5"
"2531","23480","Categoria 6"
"2532","23486","Categoria 3"
"2533","23542","Categoria 2"
"2534","23040","Categoria 4"
"2535","23046","Categoria 4"
"2536","35001G","Categoria 8"
"2537","23491","Categoria 6"
"2538","90057","Categoria 6"
"2539","85024B","Categoria 8"
"2540","23150","Categoria 3"
"2541","23502","Categoria 6"
"2542","23493","Categoria 8"
"2543","23359","Categoria 6"
"2544","23415","Categoria 5"
"2545","23422","Categoria 5"
"2546","22252","Categoria 2"
"2547","23429","Categoria 8"
"2548","23430","Categoria 4"
"2549","23428","Categoria 8"
"2550","23485","Categoria 8"
"2551","21616","Categoria 4"
"2552","23218","Categoria 4"
"2553","23213","Categoria 7"
"2554","22142","Categoria 7"
"2555","23451","Categoria 4"
"2556","23452","Categoria 2"
"2557","23380","Categoria 3"
"2558","23138","Categoria 4"
"2559","22066","Categoria 3"
"2560","23287","Categoria 7"
"2561","23254","Categoria 4"
"2562","23025","Categoria 5"
"2563","23472","Categoria 4"
"2564","23458","Categoria 3"
"2565","23122","Categoria 5"
"2566","23119","Categoria 4"
"2567","23123","Categoria 3"
"2568","20802","Categoria 3"
"2569","23496","Categoria 3"
"2570","22919","Categoria 6"
"2571","22921","Categora 1"
"2572","21615","Categoria 8"
"2573","21620","Categora 1"
"2574","22754","Categoria 5"
"2575","22174","Categoria 8"
"2576","23697","Categora 1"
"2577","23552","Categoria 6"
"2578","85034C","Categoria 4"
"2579","23221","Categoria 3"
"2580","21299","Categoria 3"
"2581","84837","Categoria 7"
"2582","21274","Categoria 6"
"2583","16156N","Categoria 7"
"2584","84472","Categoria 8"
"2585","22047","Categoria 7"
"2586","21732","Categoria 6"
"2587","21277","Categoria 5"
"2588","22761","Categoria 8"
"2589","22062","Categoria 4"
"2590","84507C","Categoria 3"
"2591","84507B","Categoria 2"
"2592","84508A","Categoria 5"
"2593","21034","Categora 1"
"2594","21875","Categoria 2"
"2595","22068","Categoria 5"
"2596","37461","Categora 1"
"2597","72756","Categoria 5"
"2598","20672","Categora 1"
"2599","20671","Categora 1"
"2600","84671B","Categoria 5"
"2601","20913","Categoria 7"
"2602","22124","Categoria 7"
"2603","20716","Categora 1"
"2604","22227","Categoria 4"
"2605","85023A","Categoria 6"
"2606","84535A","Categoria 8"
"2607","22058","Categoria 2"
"2608","22165","Categoria 4"
"2609","85023C","Categoria 2"
"2610","21930","Categoria 3"
"2611","22414","Categoria 2"
"2612","22166","Categoria 6"
"2613","84249D","Categoria 3"
"2614","72728","Categoria 8"
"2615","22357","Categoria 6"
"2616","22358","Categoria 2"
"2617","17108D","Categoria 6"
"2618","16244A","Categoria 5"
"2619","22416","Categoria 3"
"2620","84466","Categora 1"
"2621","85023B","Categoria 8"
"2622","85185C","Categoria 4"
"2623","90058A","Categoria 2"
"2624","22513","Categoria 7"
"2625","22059","Categoria 8"
"2626","20618","Categoria 2"
"2627","84555A","Categoria 6"
"2628","22420","Categoria 4"
"2629","84972L","Categoria 8"
"2630","37483","Categoria 2"
"2631","79026B","Categoria 6"
"2632","84016","Categoria 2"
"2633","62096B","Categoria 8"
"2634","21385","Categoria 7"
"2635","22323","Categora 1"
"2636","22324","Categoria 7"
"2637","62094B","Categoria 5"
"2638","85024C","Categoria 8"
"2639","82616A","Categoria 4"
"2640","90058B","Categoria 8"
"2641","22335","Categoria 3"
"2642","82597","Categoria 3"
"2643","21018","Categora 1"
"2644","21016","Categoria 4"
"2645","35001W","Categoria 3"
"2646","84596J","Categoria 5"
"2647","21865","Categoria 6"
"2648","22913","Categoria 3"
"2649","85129D","Categoria 6"
"2650","85129C","Categoria 4"
"2651","22069","Categoria 5"
"2652","22998","Categoria 4"
"2653","22996","Categoria 8"
"2654","22997","Categoria 2"
"2655","22995","Categoria 8"
"2656","22344","Categoria 8"
"2657","22115","Categoria 6"
"2658","23255","Categoria 6"
"2659","23256","Categoria 5"
"2660","23003","Categoria 4"
"2661","23002","Categoria 7"
"2662","37413","Categoria 3"
"2663","85032C","Categoria 2"
"2664","84859B","Categoria 8"
"2665","84859A","Categoria 5"
"2666","37468","Categoria 8"
"2667","84859C","Categoria 8"
"2668","23347","Categoria 6"
"2669","85071D","Categoria 8"
"2670","23120","Categoria 4"
"2671","23334","Categoria 5"
"2672","23391","Categoria 8"
"2673","23343","Categoria 6"
"2674","23412","Categora 1"
"2675","35819P","Categoria 8"
"2676","23529","Categora 1"
"2677","23528","Categoria 8"
"2678","23538","Categoria 8"
"2679","23533","Categora 1"
"2680","23508","Categora 1"
"2681","23506","Categoria 5"
"2682","23503","Categoria 7"
"2683","85130D","Categoria 7"
"2684","79063C","Categoria 8"
"2685","84876B","Categoria 5"
"2686","23499","Categoria 5"
"2687","23505","Categoria 7"
"2688","23005","Categoria 5"
"2689","23582","Categoria 2"
"2690","23581","Categoria 6"
"2691","23681","Categoria 6"
"2692","23501","Categoria 8"
"2693","23365","Categoria 6"
"2694","35598C","Categoria 5"
"2695","22116","Categoria 3"
"2696","22255","Categoria 8"
"2697","22250","Categora 1"
"2698","22247","Categoria 4"
"2699","22155","Categoria 7"
"2700","85039B","Categoria 6"
"2701","22582","Categoria 3"
"2702","84920","Categoria 6"
"2703","47421","Categoria 4"
"2704","23272","Categora 1"
"2705","23376","Categoria 6"
"2706","23223","Categoria 3"
"2707","47422","Categoria 8"
"2708","85173","Categoria 7"
"2709","23445","Categoria 6"
"2710","72814","Categoria 4"
"2711","85231L","Categoria 8"
"2712","72801F","Categoria 7"
"2713","85125","Categoria 7"
"2714","85126","Categoria 3"
"2715","72267","Categoria 8"
"2716","72529W","Categoria 5"
"2717","84029G","Categoria 4"
"2718","37492C","Categoria 3"
"2719","37492B","Categoria 8"
"2720","37492D","Categoria 7"
"2721","37492A","Categoria 5"
"2722","21010","Categoria 6"
"2723","84427B","Categoria 7"
"2724","21283","Categoria 3"
"2725","37476","Categora 1"
"2726","72801E","Categora 1"
"2727","84659A","Categoria 2"
"2728","20956","Categoria 5"
"2729","72801G","Categoria 3"
"2730","85135A","Categoria 6"
"2731","22125","Categoria 5"
"2732","21955","Categoria 2"
"2733","21282","Categoria 3"
"2734","72799C","Categoria 3"
"2735","72740A","Categoria 8"
"2736","21346","Categoria 3"
"2737","84029D","Categoria 2"
"2738","21476","Categoria 3"
"2739","16161M","Categoria 3"
"2740","21193","Categoria 3"
"2741","82011E","Categoria 4"
"2742","72799D","Categoria 7"
"2743","72799E","Categoria 8"
"2744","85031C","Categoria 6"
"2745","21195","Categoria 4"
"2746","22461","Categoria 5"
"2747","85205A","Categoria 6"
"2748","84219","Categoria 7"
"2749","84218","Categora 1"
"2750","22657","Categoria 3"
"2751","85205B","Categoria 2"
"2752","22021","Categoria 5"
"2753","75013B","Categora 1"
"2754","17091B","Categoria 2"
"2755","16168M","Categoria 7"
"2756","84813","Categoria 6"
"2757","72129","Categoria 3"
"2758","72800D","Categoria 8"
"2759","72800B","Categoria 8"
"2760","72799A","Categoria 6"
"2761","84424A","Categoria 3"
"2762","84802A","Categoria 5"
"2763","72803A","Categoria 4"
"2764","37509","Categoria 8"
"2765","22660","Categoria 3"
"2766","21379","Categoria 3"
"2767","21378","Categoria 2"
"2768","72130","Categoria 2"
"2769","21377","Categoria 7"
"2770","22988","Categoria 7"
"2771","22314","Categora 1"
"2772","22930","Categoria 7"
"2773","72799F","Categoria 4"
"2774","23239","Categora 1"
"2775","23089","Categoria 4"
"2776","23357","Categoria 7"
"2777","85034A","Categoria 3"
"2778","23468","Categoria 3"
"2779","23457","Categoria 2"
"2780","23096","Categoria 7"
"2781","23691","Categoria 6"
"2782","85107","Categoria 7"
"2783","21490","Categoria 2"
"2784","79191C","Categoria 3"
"2785","21440","Categoria 7"
"2786","72796A","Categoria 2"
"2787","72796B","Categoria 2"
"2788","20869","Categoria 6"
"2789","79190B","Categoria 5"
"2790","90214S","Categoria 7"
"2791","90214J","Categoria 3"
"2792","16258B","Categoria 3"
"2793","20986","Categoria 3"
"2794","17003","Categora 1"
"2795","21424","Categora 1"
"2796","22280","Categoria 2"
"2797","79190D","Categoria 8"
"2798","21580","Categora 1"
"2799","21578","Categoria 7"
"2800","85197","Categoria 7"
"2801","21866","Categora 1"
"2802","21329","Categoria 4"
"2803","21330","Categora 1"
"2804","79066K","Categoria 7"
"2805","22498","Categoria 7"
"2806","10134","Categoria 2"
"2807","22543","Categoria 2"
"2808","40003","Categoria 5"
"2809","40001","Categoria 5"
"2810","22719","Categoria 5"
"2811","22814","Categoria 2"
"2812","22615","Categoria 5"
"2813","90214A","Categora 1"
"2814","84569B","Categora 1"
"2815","22616","Categoria 8"
"2816","22902","Categoria 7"
"2817","22900","Categoria 5"
"2818","84569D","Categoria 5"
"2819","21725","Categoria 5"
"2820","84707A","Categoria 2"
"2821","20748","Categoria 3"
"2822","21724","Categoria 5"
"2823","22779","Categoria 7"
"2824","18097A","Categoria 5"
"2825","21464","Categoria 6"
"2826","21581","Categoria 4"
"2827","70007","Categoria 3"
"2828","22971","Categoria 7"
"2829","22970","Categoria 6"
"2830","21327","Categoria 5"
"2831","22786","Categoria 5"
"2832","21719","Categoria 2"
"2833","21722","Categoria 8"
"2834","23379","Categoria 7"
"2835","23504","Categoria 4"
"2836","22495","Categoria 5"
"2837","47563A","Categora 1"
"2838","21691","Categoria 6"
"2839","84925E","Categoria 3"
"2840","84925A","Categoria 8"
"2841","47503F","Categoria 5"
"2842","22476","Categoria 6"
"2843","22406","Categoria 3"
"2844","21623","Categoria 3"
"2845","22612","Categoria 6"
"2846","21621","Categora 1"
"2847","21785","Categoria 5"
"2848","15034","Categoria 6"
"2849","22403","Categoria 2"
"2850","84597B","Categoria 2"
"2851","84855","Categoria 6"
